"市町村","タイトル","所在地","緯度","経度","写真1","写真2","写真3","写真4","写真5","写真6","写真7","写真8","写真9","写真10","連絡先","分類","災害種別","備考"
"","馬場地域多目的施設（旧馬場小学校）","三好市池田町白地ウバマ４２９－１","34.035448","133.782318","","","","","","","","","","","","指定緊急避難場所（法指定）,指定避難所（法指定）","洪水,崖崩れ等,地震","運用方式については，状況により，自主防災会等住民の協力を得る。"
"","阿井体育館","那賀町阿井字杉の久保54番地1","33.849675","134.480842","","","","","","","","","","","","指定避難所（法定外）","",""
"","馬路構造改善センター","三好市池田町馬路蔭ノ前５４","34.014652","133.756164","","","","","","","","","","","","指定緊急避難場所（法指定）,指定避難所（法指定）","洪水,崖崩れ等","運用方式については，状況により，自主防災会等住民の協力を得る。"
"","白地小学校・体育館","三好市池田町白地字本名５７","34.017185","133.782568","","","","","","","","","","","","指定避難所（法指定）","","運用方式については，状況により，自主防災会等住民の協力を得る。"
"","大西集会所","鳴門市大麻町板東字采女48-7","34.155169","134.501705","","","","","","","","","","","088-684-1330","指定緊急避難場所（法指定）,指定避難所（法指定）","洪水,崖崩れ等,内水氾濫","避難所　※洪水の緊急避難場所　旧吉野川○　吉野川○"
"","三好市池田一中体育館（旧池田第一中学校）","三好市池田町白地字本名８８８","34.013293","133.781901","","","","","","","","","","","","指定緊急避難場所（法指定）,指定避難所（法指定）","洪水,崖崩れ等","運用方式については，状況により，自主防災会等住民の協力を得る。"
"","川崎小学校　体育館","三好市池田町川崎浪会２６－３１","33.968084","133.774377","","","","","","","","","","","","指定緊急避難場所（法指定）,指定避難所（法指定）","洪水,崖崩れ等,地震","運用方式については，状況により，自主防災会等住民の協力を得る。"
"","公民館影野分館","三好市池田町漆川影野３５４７","33.981206","133.852051","","","","","","","","","","","","指定緊急避難場所（法指定）,指定避難所（法指定）","洪水,崖崩れ等","運用方式については，状況により，自主防災会等住民の協力を得る。"
"","阿井公民館","那賀町阿井字杉の久保17番地1","33.850064","134.480985","","","","","","","","","","","","指定避難所（法定外）","",""
"","野呂内構造改善センター","三好市池田町白地ノロウチ２４７－１","34.058001","133.765453","","","","","","","","","","","","指定緊急避難場所（法指定）,指定避難所（法指定）","洪水,崖崩れ等","運用方式については，状況により，自主防災会等住民の協力を得る。"
"","Ｂ＆Ｇ海洋センター体育館","那賀町百合字松ノ木168番地1","33.840702","134.494795","","","","","","","","","","","","指定避難所（法定外）","",""
"","東地集会所","鳴門市北灘町折野字上東地122-2","34.2185271269444","134.488110180321","","","","","","","","","","","088-684-1330","指定緊急避難場所（法指定）,指定避難所（法指定）","崖崩れ等,高潮,内水氾濫","避難所"
"","北泊公民館","鳴門市瀬戸町北泊字北泊103","34.237231","134.589351","","","","","","","","","","","088-684-1330","指定緊急避難場所（法指定）,指定避難所（法指定）","崖崩れ等,内水氾濫","避難所"
"","川筋集会所","鳴門市北灘町折野字川筋33-4","34.194579","134.476025","","","","","","","","","","","088-684-1330","指定緊急避難場所（法指定）,指定避難所（法指定）","崖崩れ等,高潮,内水氾濫","避難所"
"","東馬詰集会所","鳴門市大麻町東馬詰字諏訪の元74-1","34.145464","134.552897","","","","","","","","","","","088-684-1330","指定緊急避難場所（法指定）,指定避難所（法指定）","崖崩れ等,内水氾濫","避難所"
"","桑島集会所","鳴門市撫養町大桑島字北之組95-20","34.188513","134.605973","","","","","","","","","","","088-684-1330","指定緊急避難場所（法指定）,指定避難所（法指定）","洪水,崖崩れ等,高潮,内水氾濫","避難所"
"","中山公民館","那賀町中山字とふめん36番地","33.859975","134.529648","","","","","","","","","","","","指定避難所（法定外）","",""
"","南浜集会所","鳴門市撫養町南浜字蛭子前西23","34.1735720169165","134.598974387503","","","","","","","","","","","088-684-1330","指定緊急避難場所（法指定）,指定避難所（法指定）","洪水,崖崩れ等,高潮,地震,内水氾濫","避難所"
"","長浜集会所","鳴門市北灘町大須字長浜5-3","34.206785","134.442717","","","","","","","","","","","088-684-1330","指定緊急避難場所（法指定）,指定避難所（法指定）","崖崩れ等,内水氾濫","避難所"
"","大谷集会所","鳴門市大麻町大谷字椢原14","34.166838","134.54028","","","","","","","","","","","088-684-1330","指定緊急避難場所（法指定）,指定避難所（法指定）","洪水,崖崩れ等,地震,内水氾濫","避難所　※洪水の緊急避難場所　旧吉野川○　吉野川○"
"","北灘西小学校（体育館）","鳴門市北灘町折野字屋敷64-3","34.21393597","134.4833472","","","","","","","","","","","088-682-0024","指定緊急避難場所（法指定）,指定避難所（法指定）","崖崩れ等,地震,津波,内水氾濫","避難所"
"","西祖谷中学校（旧西岡小学校）","三好市西祖谷山村東西岡１０","33.88191","133.778515","","","","","","","","","","","","指定緊急避難場所（法指定）,指定避難所（法指定）","洪水,崖崩れ等,地震","運用方式については，状況により，自主防災会等住民の協力を得る。
建物の３階に避難してください。（建物の３階が体育館）"
"","佐野小学校　校舎・体育館","三好市池田町佐野金氏９４７","34.001969","133.703282","","","","","","","","","","","","指定緊急避難場所（法指定）,指定避難所（法指定）","洪水,崖崩れ等,地震","運用方式については，状況により，自主防災会等住民の協力を得る。
建物の２階以上に避難してください。"
"","里浦集会所","鳴門市里浦町里浦字花面350-2","34.173567","134.626358","","","","","","","","","","","088-684-1330","指定緊急避難場所（法指定）,指定避難所（法指定）","洪水,崖崩れ等,高潮,内水氾濫","避難所"
"","鳴門教育大学（体育館）","鳴門町高島字中島748","34.20331087","134.605844","","","","","","","","","","","088-684-1330","指定緊急避難場所（法指定）,指定避難所（法指定）","崖崩れ等,高潮,地震,内水氾濫","避難所"
"","住民福祉センター","勝浦町大字久国字久保田３","33.931406","134.511023","","","","","","","","","","","","指定緊急避難場所（法指定）,指定避難所（法指定）","洪水,地震","耐震診断中"
"","（旧）木沢小学校","那賀町坂州字向エ169番地1","33.828804","134.299386","","","","","","","","","","","","指定避難所（法定外）","",""
"","津波防災センター・中央庁舎","松茂町広島字東裏３０番地","34.1338115170975","134.580465335022","","","","","","","","","","","088-699-2111","指定緊急避難場所（法指定）,指定避難所（法指定）","洪水,津波",""
"","里浦農業協同組合","鳴門市里浦町里浦字花面233-1","34.175588","134.624888","","","","","","","","","","","088-685-2111","指定緊急避難場所（法指定）,指定避難所（法指定）","洪水,崖崩れ等,高潮,内水氾濫","避難所"
"","里浦公民館","鳴門市里浦町里浦字花面535-2","34.171452","134.625098","","","","","","","","","","","088-686-8807","指定緊急避難場所（法指定）,指定避難所（法指定）","洪水,崖崩れ等,高潮,地震,内水氾濫","避難所"
